,EHS SPEC.,EHS,,AUDYTY BHP/PPOŻ,#REF!,#REF!,min,Miesiąc,Rozliczeniowy,BHP,,,,CEL,,,,,,,,,,,,,,
,,,,,,,sztuk,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA ZDARZEŃ POTENCJALNIE WYPADKOWYCH,#REF!,#REF!,min,Miesiąc,Rozliczeniowy,BHP,,,,CEL,,,,,,,,,,,,,,
,,,,,,,sztuk,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,LICZBA WYPADKÓW,#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,BHP,,,,CEL,,,,,,,,,,,,,,
,,,,,,,szt.,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,KOSZTY ODPADÓW / OCZYSZCZANIA,#REF!,#REF!,max. ,Miesiąc,Rozliczeniowy,BHP,,,,CEL,,,,,,,,,,,,,,
,,,,,,,LC/1000,,,,,,,Rezultat,,,,,,,,,,,,,,
,,,,ZUŻYCIE WODY,#REF!,#REF!,max. ,Miesiąc,Informacyjny,BHP,,,,CEL,,,,,,,,,,,,,,
,,,,,,,m3,,,,,,,Rezultat,,,,,,,,,,,,,,
