criterion_id,applicable,status,implementation_or_evidence,test_ref,result,final_sha,blocker_group,owner_of_missing_dependency,source_file_line
CW-DOD-F12-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:300; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:300
CW-DOD-G1-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:304; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:304
CW-DOD-G2-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:305; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:305
CW-DOD-G3-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:306; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:306
CW-DOD-G4-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:307; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:307
CW-DOD-G5-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:308; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:308
CW-DOD-H1-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:312; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:312
CW-DOD-H2-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:313; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,ZOOM-200-NO-EVIDENCE,"Case Workspace UI (200% zoom sweep, all surfaces)",docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:313
CW-DOD-H3-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:314; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:314
CW-DOD-H4-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:315; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:315
CW-DOD-H5-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:316; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:316
CW-DOD-H6-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:317; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,VOICEOVER-BLOCKED,Environment/host (VoiceOver requires manual macOS a11y setting change),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:317
CW-DOD-H7-U2,APPLICABLE,PASS_WITH_EVIDENCE,"docs/product/case-workspace/evidence/l3-axe-completion-2026-08-12/README.md (2026-08-12): zero critical / zero serious axe-core 4.10.2 findings across the FULL matrix — 4 surfaces (List, Detail/Plan, ",,PASS,PENDING-CANDIDATE-SHA,RESOLVED,n/a — see evidence_ref/test_ref columns directly,docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:318
CW-DOD-H8-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:319; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:319
CW-DOD-H9-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:320; maps to one or more o",,UNVERIFIED,PENDING-CANDIDATE-SHA,GENERIC-CW-SWEEP,Case Workspace UI (surfaces with partial evidence; this specific criterion unchecked),docs/product/case-workspace/14_COMPLETE_DOD_EPICS_ACCEPTANCE_AND_CLAUDE_PROMPT.md:320
TRIADA-M2-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:15; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:15
TRIADA-M2-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:16; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:16
TRIADA-M2-03-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:17; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:17
TRIADA-M2-04-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:18; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:18
TRIADA-M3-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:22; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:22
TRIADA-TABLE-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:26; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:26
TRIADA-TABLE-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:27; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:27
TRIADA-TABLE-03-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:28; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:28
TRIADA-TABLE-04-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:30; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:30
TRIADA-TABLE-05-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:31; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:31
TRIADA-TABLE-06-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:32; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:32
TRIADA-SETTINGS2-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:35; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:35
TRIADA-KEBAB-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:37; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:37
TRIADA-KEBAB-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:61; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:61
TRIADA-PREVIEW-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:66; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:66
TRIADA-BUTTON-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:78; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:78
TRIADA-COLOR-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:87; maps to one or more of the required surfaces Zlecenia list / preview /",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:87
TRIADA-C1-TOKENS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:179; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:179
TRIADA-C2-RADIUS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:196; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:196
TRIADA-C3-SPACING-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:198; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:198
TRIADA-C3-GAP-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:201; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:201
TRIADA-C3-WORDCOUNT-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:207; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:207
TRIADA-C3-PROPS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:211; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:211
TRIADA-C3-KEBAB-ATRAPA-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:216; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/TRIADA_KANON.md:216
TRIADA-C9-PREVIEWWIDTH-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:247; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:247
TRIADA-A11Y-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:155; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:155
TRIADA-A11Y-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:158; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:158
TRIADA-A11Y-03-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:161; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:161
TRIADA-A11Y-04-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/TRIADA_KANON.md:167; maps to one or more of the required surfaces Zlecenia list / preview ",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/TRIADA_KANON.md:167
MYWORK-00-COMPLETENESS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:11; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:11
MYWORK-CAP-DESCRIPTOR-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:28; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content/columns),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:28
MYWORK-CAP-RULES-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:49; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content/columns),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:49
MYWORK-M1-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:61; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:61
MYWORK-M2-01-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:82; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:82
MYWORK-M2-02-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:86; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:86
MYWORK-M2-03-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:94; maps to one or more of the required surfaces Zlec",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:94
MYWORK-M3-GEOM-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:105; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:105
MYWORK-M3-F1-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:109; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:109
MYWORK-M3-F2-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:117; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:117
MYWORK-M3-F3-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:129; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:129
MYWORK-TABLE-ANATOMY-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:141; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:141
MYWORK-TABLE-COLUMNS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:154; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content/columns),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:154
MYWORK-TABLE-MECH-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:165; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:165
