atomic_id,table_id,area,checkpoint_id,severity,primary_package,rationale,status,accepted_sha,qa_evidence,disposition,candidate_sha,evidence
T37-TABLE-T03,T37,TABLE,T03,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T37-TABLE-T13,T37,TABLE,T13,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T38-KEBAB-K01,T38,KEBAB,K01,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T38-MENU_1_2_3-M05,T38,MENU_1_2_3,M05,P1,R26,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T38-MENU_1_2_3-M14,T38,MENU_1_2_3,M14,P0,R15,P0 registry/semantic package,OPEN,,,ACCEPTED_NA,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"selection:none, no truthful bulk endpoint (ACCEPTED_NA_CONTRACT)"
T38-PPM-C01,T38,PPM,C01,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T38-PREVIEW-P01,T38,PREVIEW,P01,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T38-TABLE-T03,T38,TABLE,T03,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T38-TABLE-T13,T38,TABLE,T13,P0,R15,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,"author 288/288, Codex reran 181/181 scoped + diff-check PASS, candidate 64856e790a"
T39-KEBAB-K18,T39,KEBAB,K18,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T39-MENU_1_2_3-M16,T39,MENU_1_2_3,M16,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T39-PPM-C12,T39,PPM,C12,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T39-PREVIEW-P25,T39,PREVIEW,P25,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T39-PREVIEW-P29,T39,PREVIEW,P29,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-KEBAB-K06,T40,KEBAB,K06,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-KEBAB-K18,T40,KEBAB,K18,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-MENU_1_2_3-M16,T40,MENU_1_2_3,M16,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-PPM-C12,T40,PPM,C12,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-PREVIEW-P25,T40,PREVIEW,P25,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-PREVIEW-P30,T40,PREVIEW,P30,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T40-TABLE-T13,T40,TABLE,T13,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T41-KEBAB-K18,T41,KEBAB,K18,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T41-MENU_1_2_3-M16,T41,MENU_1_2_3,M16,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T41-PPM-C12,T41,PPM,C12,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T41-PREVIEW-P25,T41,PREVIEW,P25,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T41-PREVIEW-P30,T41,PREVIEW,P30,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T41-TABLE-T13,T41,TABLE,T13,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T42-KEBAB-K18,T42,KEBAB,K18,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T42-MENU_1_2_3-M16,T42,MENU_1_2_3,M16,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T42-PPM-C12,T42,PPM,C12,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T42-PREVIEW-P25,T42,PREVIEW,P25,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T42-PREVIEW-P30,T42,PREVIEW,P30,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T42-TABLE-T13,T42,TABLE,T13,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T43-KEBAB-K18,T43,KEBAB,K18,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T43-MENU_1_2_3-M16,T43,MENU_1_2_3,M16,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T43-PPM-C12,T43,PPM,C12,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T43-PREVIEW-P25,T43,PREVIEW,P25,P1,R27,module migration,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T43-PREVIEW-P30,T43,PREVIEW,P30,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T43-TABLE-T13,T43,TABLE,T13,P0,R16,P0 registry/semantic package,OPEN,,,BLOCKED_OWNERSHIP,,protected domain (Finance/MyWork/Calendar/Interview) or entangled with un-isolated shared diffs (R19)
T44-KEBAB-K18,T44,KEBAB,K18,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T44-MENU_1_2_3-M16,T44,MENU_1_2_3,M16,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T44-PPM-C12,T44,PPM,C12,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T44-PREVIEW-P25,T44,PREVIEW,P25,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T44-PREVIEW-P29,T44,PREVIEW,P29,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T44-TABLE-T12,T44,TABLE,T12,P0,R18,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,R18 P0 registry technically closed (T44/T45 TABLE-T12); populated/empty visual+deployed-data verification still pending
T45-KEBAB-K18,T45,KEBAB,K18,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T45-MENU_1_2_3-M16,T45,MENU_1_2_3,M16,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T45-PPM-C12,T45,PPM,C12,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T45-PREVIEW-P25,T45,PREVIEW,P25,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T45-PREVIEW-P29,T45,PREVIEW,P29,P1,R28,module migration,OPEN,,,OPEN_CONFIRMED,,no concrete evidence for this table under this package
T45-TABLE-T12,T45,TABLE,T12,P0,R18,P0 registry/semantic package,OPEN,,,VISUAL_PENDING,da6e409e2b262dddf1b5d347a5bdde593d86cb7a,R18 P0 registry technically closed (T44/T45 TABLE-T12); populated/empty visual+deployed-data verification still pending
